text,label
"She asks , with despair in her voice : "" What 's the point of cooking for the homeless when the homeless ca n't cook for themselves tomorrow ? "" Throwing her hands up in the air , she retorts : "" How was I supposed to start when I did n't have the funding ? """,1
"To me , I am always mindful that we are dealing with human beings with similar fears and hopes . I am of course not talking about the hardcore criminals but people like illegal immigrants , first time youthful offenders who may have slipped their way and such .",1
today homeless women are still looking for the same thing,1
today homeless women are still looking for the same thing - a place to sleep and to be safe,1
today homeless women are still looking for the same thing - a place to sleep and be safe,1
today the homeless women are still searching for the same thing - a place to sleep and safe,1
today homeless women are still searching for the same thing - a place to sleep and be safe,1
"Dodgeballs were flying fast and hard at Morningside College today for the 5th Annual Attack of the Killer Dodgeball Tournament fundraiser . The double elimination tournament had 18 teams playing this year to raise funds for the Community Action Agency of Siouxland 's Welcome Home Project "" . The project aims to get homeless Siouxland families off the streets and , with the aid of a family-development specialist , helps them turn their lives around .",1
"She said she has fought drug addiction , helped rehabilitate mentally ill persons and done a lot for the youth , women , the disabled and the community as a whole .",1
the billionare of egypt offers to buy an island in the mediterranean sea for refugees,1
egypt offers to buy a mediterranean island for refugees,1
"DERA MURAD JAMALI : Slamming the customs and traditions usurping the rights of women , speakers at a seminar demanded on Tuesday that the government should ensure giving them their rights .",1
pm defends his history of helping poor families,1
pm defends his record of helping poor families,1
"At Davos , the World Economic Forum dedicated this year to cultivate "" responsive "" and "" responsible "" leadership in a world largely lacking both . This mission obviously refers to domestic/national leaders , who must now serve as the bastion of bringing a torn and submerging planet from disaster , whether caused by over-adrenalised presidents and prime ministers , or environmental decay , damage , and neglect , or something else . Clearly , many would be needed , for example , to heal the Syrian scars , home the burgeoning refugee/migrant influxes , and heed the U.N . SDG ( Sustainable Development Goals ) mandate to uplift the deprived , minorities , unschooled children , other suppressed women , and so forth .",1
the level of diligence and zeal for success that women have portrayed over the years has made them reach the pinnacle of success they enjoy today,1
the level of diligence and zeal for success which women have portrayed over the years has made them reach the pinnacle of success they enjoy today gone are the days of subjecting women to secondary roles in society ,1
the level of diligence and zeal for success that women have portrayed over the years has made them reach the pinnacle of success that they enjoy today gone are the days of subverting women to secondary roles in society,1
the level of diligence and zeal for success that women have portrayed over the years has made them reach the pinnacle of success that they enjoy today gone are the days of subjecting women to secondary roles in society,1
the level of diligence and zeal for success that women have portrayed over the years has made them reach the pinnacle of success which they enjoy today gone are the days of subjecting women to secondary roles in society,1
"For the the 4th runner up , the award has been given to Insp . Annie A. Decano and family from Palauig Municipal Police Station , PRO 3 , who regularly lead in the feeding and gift-giving programs for the poor families in their barangay .",1
""" It was n't uncommon for Johannah to hear through the media of an individual in need of assistance , and she would immediately make it her objective to get that person what they often desperately needed , and rarely without success .",1
the hard fact that the government must tackle now is not just to take back the failed refugees but also to ensure that they are not devoured by the demons they had fled from in the first instance,1
while the future of the peace process remains uncertain the hard fact that the government must tackle now is not just to return the failed refugees but also to ensure that they are not devoured by the demons from which they had fled,1
while the future of the peace process remains uncertain the hard fact that the government must tackle now is not just to take back the failed refugees but also to ensure that they are not devoured by the demon they had fled,1
while the future of the peace process remains uncertain the hard fact that the government must tackle now is not just to take back the failed refugees but also ensure that they are not devoured by the same demon they had fled,1
while the future of the peace process remains uncertain the hard fact the government must now tackle is not just to take back the failed refugees but also to ensure that they are not eaten by the same demon they had fled from in the first instance,1
while the future of the peace process remains uncertain the hard fact that the government must now tackle is to not just take back the failed refugees but also ensure that they are not devoured by the same demon they fled from in the first instance,1
"A refugee is that boy . A refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .",1
"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",1
cena broke the celebrity philanthropy record by giving 500 wishes to children in need,1
john cena broke the celebrity philanthropy record by giving 500 wishes to children in need,1
john cena broke the celebrity philanthropy record by formally giving 500 wishes to children in need,1
john cena broke the celebrity philanthropy record by officially giving 500 wishes to children in need,1
john cena broke a record for celebrity philanthropy at the make a wish foundation by officially giving 500 wishes to children in need,1
john cena broke the celebrity philanthropy record at the make a wish foundation with the gift of 500 wishes to children in need,1
john cena broke the celebrity philanthropy record at the make a wish foundation by officially giving 500 wishes to children in need,1
by learning a skill and then passing it on to others otoyo is not only changing the narrative around disabled people his knitting work has also helped him overcome the trauma of a decade fighting under one of the world's most brutal rebel groups,1
by learning a skill and then passing it on to others otoyo is not only changing the narrative around disabled people but his knitting has also helped him overcome the trauma of a decade of fighting under one of the world's most brutal rebel groups,1
by learning a skill and then passing it on to others otoyo not only changes the narrative around disabled people his work of knitting has helped him also overcome the trauma of a decade spent fighting under one of the world's most brutal rebel groups,1
by learning a skill and then passing it on to others otoyo not only changes the narrative around disabled people his knitting has also helped him to overcome the trauma of a decade spent fighting under one of the world's most brutal rebel groups ,1
by learning a skill and then passing it on to others otoyo is not only changing the narrative around disabled people his work of knitting has also helped him overcome the trauma of a decade of fighting under one of the world's most brutal rebel groups ,1
by learning a skill and then passing it on to others otoyo is not only changing the narrative around disabled people his work of knitting has also helped him overcome the trauma of a decade spent fighting under one of the world's most brutal rebel groups,1
"Most people around the world live in cities for work , but all too often these places leave people feeling trapped , unable to live life on their own terms and disconnected from their communities . Traffic ; lack of transport alternatives ; legacy infrastructure ; inadequate stadia and facilities ; restricted education choices ; poor access to health care ; unaffordable housing and time-poor families , are all cited as unattractive contributions to life in big cities .",1
"The letter ended with a call for the bishops to create a church which listens to "" the hungry , the imprisoned , the migrant and the abused "" .",1
It is often a painful and frustrating experience for your visa to be refused . This is even more worrying in immigrant visa cases where the applicant 's plans of permanently settling with their family member in the U.S. or the DV lottery winner 's plans of making a new life in the U.S. takes a hit .,1
"Now , we want to focus on infrastructure . When we came to power in Uttar Pradesh , in the last nine months alone , we have managed to provide houses to poor in both rural and urban areas , electrification work is being undertaken in a big way , and 25 lakh poor families have been given free electricity connections which has reduced our line loss .",1
""" Clear evidence of outstanding miraculous occurrences began to arise . The lame began to walk , hopeless cancer patients were lifted from despair ...",1
madonna has deep ties with malawi and has always wanted to do what she could to help those in need a source told the mirror,1
one source close to madonna said she has a deep attachment to malawi and has always wanted to do what she can to help those in need,1
according to a source madonna has deep connection with malawi and has always wanted to do what she can to help those in need,1
a source in the mirror confirmed that madonna has a deep connection to malawi and has always wanted to do what she can to help those in need,1
one source told the mirror that madonna has a deep connection with malawi and has always wanted to do what she can to help those in need,1
a source told the mirror madonna has a deep affiliation with malawi and has always wanted to do what she can to help those in need,1
"Talking to the media after reaching Islamabad on a three-day visit , Mollekleiv appreciated the exemplary cooperation between the NRC and the Pakistan Red Crescent Society ( PRCS ) and hoped that it will further strengthen to provide maximum relief to people in need .",1
"I think the living wage will help share around the spoils of globalisation a little more evenly . Cutting of the flow of immigrants will not solve the problem ( with effective full employment we need them ) but paying the poor/low skilled a decent wage may help to reduce the resentment they feel for so many things ( elites , government , EU , foreigners , immigrants ) .",1
"Apparently in Dr. Ablow 's eyes , people who undergo the transgendered process are broken individuals , in need of repair . There are no transgendered people -- only people who are confused and in need of treatment to alleviate their condition .",1
"Rosi captures the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing boredom they break up with rough-and-tumble football games .",1
"The European Union together with its Member States is the world 's leading donor of humanitarian aid . Relief assistance is an expression of European solidarity towards people in need around the world . It aims to save lives , prevent and alleviate human suffering , and safeguard the integrity and human dignity of populations affected by natural disasters and man-made crises . For more information , please visit ECHO 's website .",1
rep nancy pelosi said she would oppose the agreement unless ryan promises to advance legislation to protect hundreds of thousands of young adult immigrants known as dreamers brought to the united states illegally as children,1
house democratic leader nancy pelosi who helped negotiate the accord said she would oppose it unless ryan promises to advance legislation to protect hundreds of thousands of young adult immigrants known as dreamers brought to the united states illegally as children,1
"The charge stemmed from a 2017 charity event organised by the Kotleba-People 's Party Our Slovakia ( LSNS ) , where Kotleba handed out cheques to families in need made out for 1,488 euros ( $1,733 ) .",1
"That foundation became an oasis for Grant 's Pen residents , and as they embraced our motto , ' Doing What Love Requires ' , political tensions eased and hopeless young people were able to get skills training as the foundation partnered with HEART Trust/NTA to make them employable .",1
the united states respects and admires your nation's compassion toward those in need,1
the united states respects and admires your country's compassionate response to those in need,1
the united states respects and admires your nation's compassionate response to those in need,1
"Sr Luise earned the trust of development partners and the result of her work can be seen in the number of quality institutions she founded for the aged , orphans , the homeless and refugees , including Emmanuel Centre and St. Monica 's Orphanage in Kiambu County .",1
he also cited reports that immigrants have experienced sexual and other abuse at some government detention facilities and said those held must be treated humanely,1
he said the administration has mishandled family separations and cited reports that immigrants have experienced sexual and other abuse at government detention facilities and those held must be treated humanely,1
he said the administration has mishandled family separations citing reports that immigrants have experienced sexual and other abuse at some government detention facilities and those held must be treated humanely,1
he said the administration has mishandled family separations citing reports that immigrants have experienced sexual and other abuse at some government detention facilities and said those held must be treated humanely,1
he said the administration has mishandled family separations he also cited reports that immigrants have experienced sexual and other abuse at some government detention facilities and said those held must be treated humanely,1
the raw anguish she exudes in that picture emotes the harsh realities of heroin addiction as this truly vulnerable and broken soul cries out behind tear-filled eyes for help,1
a friend had uploaded a picture of assali feeding homeless people on the streets of berlin the day before the caption below read  acts of kindness  a syrian refugee mans a food stand for the homeless to'give something back,1
a friend had uploaded a photograph on facebook of assali feeding homeless people on the streets of berlin the caption below read  acts of kindness  a syrian refugee mans a food stand for the homeless to'give something back to the german people ',1
"Meanwhile , confused men , women and children walked aimlessly along roads strewn with overturned cars and felled power lines , some gagging from the stench of rotting flesh .",1
the pope has called on the faithful to reach out to migrants and refugees saying that personal encounters can help dispel distorted fears and ideologies,1
the pope also said personal encounters with migrants and refugees can help dispel distorted fears and ideologies,1
pope francis called on the faithful to reach out saying that personal encounters with migrants and refugees can help dispel distorted fears and ideologies,1
a pope has also called on the faithful to reach out saying personal encounters with migrants and refugees can help dispel distorted fears and ideologies,1
the pope called on the faithful to reach out saying that personal encounters with migrants and refugees can help dispel distorted fears and ideologies,1
the pope also called on the faithful to reach out saying that personal encounters with migrants and refugees can help dispel distorted fears and ideologies,1
"The actor , who will be seen later this month in Avengers : Infinity War , found himself called upon to make the day of a young fan in need . On Wednesday , he hung out with Jacob Monday , who is a 16-year-old from upstate New York who has terminal cancer . The teen , who has a rare form of bone cancer , has a bucket list he 's working through and it included meeting his favorite movie star .",1
the nine-member court has never heard arguments on the legal merits of the travel ban or any other major trump immigration policy including his decision to rescind protections for young immigrants sometimes called dreamers brought into the united states illegally as,1
the 9-member conservative court has never heard arguments on the legal merits of the travel ban or any other major trump immigration policy including his move to rescind protections for young immigrants sometimes called dreamers brought into the united states illegally as,1
the conservative-majority nine-member court has never heard arguments on the legal merits of the travel ban or any other major trump immigration policy including his move to rescind protections for young immigrants sometimes called dreamers brought into the united states as children,1
Laois charities called on to sign up for Community Chill food campaign <h> Help those in need get more food donations,1
mrs gachagua said her kind gesture was associated with the perpetual disturbing sight of despondent children from poor families gawping at children from rich households during the festive seasons,1
mrs gachagua described her kind gesture as an adaptation to the disturbing sight of despondent children from poor families and the children of rich households as they make merry during the festivities,1
mrs gachagua said her kind gesture was inspired by a disturbing sight of despondent children from poor families who stare at children from rich households as they make merry during christmas,1
mrs gachagua has attributed her kind gesture to the annual disturbing sight of despondent children from poor families gawping at children from rich households as they make merry during the festive season,1
"These poverty-stricken masses otherwise had little say in the political bargaining that took place in the corridors of power . It was there that the post-Independence power structures were shaped that determined the future of India and Pakistan . Yet the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied Partition .",1
""" What poor families really need is more money . The government 's weak response is to give beneficiaries with children an extra $25 a week starting April 1st . Sure , that will help some families but it is really tip of the iceberg stuff .",1
the growing black middle class amongst other things owes its success to the educational opportunities provided by our government some of the new black professionals and middle classes were from poor families and within the ranks of the working class,1
the growing black middle class amongst other things owes its success to the educational opportunities provided by our government some of the new black professional and middle classes were from poor families and from within the ranks of the working class,1
dreamers are immigrants who were brought into the united states illegally as children and have been allowed to remain legally in the united states under the program president obama created,1
dreamers are immigrants who were brought into the united states illegally as children under the program created by president obama dreamers are allowed to stay legally,1
dreamers are immigrants who were brought into the united states illegally as children under the program created by president obama dreamers have been allowed to stay legally ,1
dreamers are immigrants who were brought into the united states illegally as children under the program president barack obama created dreamers are allowed to stay legally,1
dreamers are immigrants who have been brought into the united states illegally as children under the program president obama created dreamers are allowed to stay legally,1
"He stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the Benazir Income Support Programme , which was supporting millions of poor families across the country .",1
practical ways to open our doors for our disabled,1
practical ways to open the doors for our disabled,1
practical ways to open the doors wider for our disabled,1
"After that , she decided that she would not continue with a collection drive as it was cumbersome and decided to look for a single sponsor . But soon , cash-rich people started approaching her and gave her money to build shelters for the homeless .",1
there is a fundamental question at the root of this issue - how do the not-very-intelligent survive in an information-based free-market economy?,1
at the core of this issue there is a fundamental question -- how do the not-very-intelligent survive in an information-based free-market economy?,1
at the root of this issue there is a fundamental question -- how do the not very intelligent survive in an information-based free-market economy?,1
at the root of this issue there is a fundamental question -- how do the not-very-intelligent survive in an information-based free-market economy?,1
we also show our love for god when we open our homes and places to those who have nowhere to stay and share our food and water with the hungry and the thirsty we also show our love for him when we visit the sick and give comfort and hope as well as to visit prisoners to console and assure,1
we also show our love for god when we open our homes and places to those who have nowhere to stay and share our food and water with the hungry and thirsty we also show our love for him when we visit the sick and give comfort and hope as well as to visit the prisoners to console and assure,1
"As chief minister of Rajasthan , Shekhawat had introduced ' Antodaya Yojna ' to fulfil the foodgrain needs of the poor , Gadkari said and described Shekhawat as a "" generous person "" .",1
"IS first captured the city in 2014 and tens of thousands who fled are badly in need of aid , with charities saying "" camps are bursting at the seams "" .",1
"If every Singaporean can just take 15 minutes every day to help anyone in need , that would be sufficient as a starting point . It would spark a revolution in our lives .",1
as ramadan draws to a close muslims should take the time to reflect on the less fortunate including over 60 million people forced to live in refugee camps shah said,1
it was around noon the heat from the afternoon sun baked oshodi with intensity and perspiration ran down the cheeks of the folks plying their trade in the chaotic commercial environment a young teenager sat on a fence near the main road at that particular time ,1
it was about noon the heat from the afternoon sun baked oshodi with intensity and perspiration ran down the cheeks of the folks plying their trade in the chaotic commercial environment a young teenager sat on a fence near the main road at that particular time ,1
the minimum required of two to three years of work experience for advertised jobs has done nothing but deprive young people of the opportunities to work and earn a respectable living for themselves,1
every year on june 20 international refugee day is celebrated the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges,1
on june 20 every year the day is celebrated to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced,1
world refugee day is celebrated every year on 20 june the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges encountered,1
world refugee day is celebrated every year on june 20 the day seeks to highlight the plight of refugees globally and their resistance and strength despite the challenges faced,1
world refugee day is celebrated every year on june 20th the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced,1
world refugee day is celebrated each year on june 20 the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced,1
world refugee day is held every year on june 20 the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced,1
world refugee day is celebrated on june 20 every year and seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges,1
world refugee day is celebrated every june 20 each year the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced,1
world refugee day is observed on june 20 each year the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges they faced,1
"Many words have been written and said about the Mercy Sisters and their contribution at Alpha . I recall the 1970s , when I worked with the Community Enterprise Organisation -- a public sector company dedicated to the establishment of co-operatives in communities -- there was an agricultural and fishing project at Pagee Beach at Port Maria in St Mary , which was being run by a reformed ' bad man ' , now deceased . True , Alpha could not reform everyone who went there , but sometimes there was a ray of light , even among those that seemed hopeless .",1
""" We 've seen in the past that Kenyans who are homeless and who live in the streets are not keen on community help . I think such existences come with a lot of shame so many people prefer to keep to themselves , "" said Claris Wanjohi , a Kenyan resident of Marietta , Georgia .",1
"Even people who are disabled can still practice karate and have a sense of accomplishment . It matters not what your state of being is , people are encouraged to excel .",1
His wife and children felt the need to help the poor and continue the tradition of their father and collectively formed a trust in their father 's name called The J. M. M. Raji Trust . As a pilot project they built a housing scheme called The Village of Hope and distributed houses for the homeless from Beruwela and neighbouring Dharga Town .,1
Try offering a helping hand to that woman in a crisis pregnancy or that girl who had a child too early at the same speed you would judge her or mock her . It is n't always money someone is in need of . It could be a shoulder or a piece of advice from someone more experienced than them .,1
President Uhuru Kenyatta and his deputy William Ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,1
there were many astonishing survival tales  a newspaper report by douglas wilkie the sunday sun's correspondent in india reported that tales of epic courage and pitiful tragedy are accumulating as parties of gaunt and haggard refugees from burma still struggle into northern assam,1
"The problem of what to do about the Dreamers , as the immigrants are known , landed back in the court system this week after the US Senate debated the matter for several days and failed to approve any legislation .",1
the group became so concerned with a homeless man whose plight was brought to national attention by the local news station when tropical storm nicole hit the island back in september 2010 that they arranged with the st joseph's golden age home to have the homeless man admitted as a resident it,1
the group became so concerned with a homeless man whose plight was brought to national attention by the local news station when tropical storm nicole struck the island in september 2010 that they arranged with the st joseph's golden age home to have the homeless man admitted as a resident this,1
the group became so deeply concerned with a homeless man whose plight was brought to national attention by the local news station when tropical storm nicole struck the island in september 2010 that they arranged with the st joseph? s golden age home to have the homeless man admitted as a resident ,1
the group became so concerned with a homeless man whose plight was brought to national attention by the local news station when tropical storm nicole struck the island back in september 2010 that they arranged with the st joseph ''s golden age home to have the homeless man admitted as a resident ,1
the group became so concerned with a homeless man whose plight was brought to national attention by the local news station when tropical storm nicole struck the island back in september 2010 that they arranged with the st joseph's golden age home to have the homeless man admitted as a resident it,1
"He said the current local derivatives or names exudes grimness , somberness and suggests even the macabre in the minds of people so that sufferers were often tagged hopeless cases even where there was hope .",1
Yes ... because there is NO HOPE where he lives . India is a third-world country . Do n't be fooled by call centers in big cities . Most of the country is rural and most of the population is illiterate and hopeless .,1
ws ceo di gipey said the report was a reminder that serious changes needed to help make women and children safe,1
asws ceo di gipey said the coroner's report showed again the pressing need to make real changes that will make women and children safe,1
asws president di gipey said the report by coroner steven scamander into the deaths of two women highlighted the pressing need to make real changes that will make women and children safe,1
asws ceo di gipey said a report by the coroner into the deaths of two women after long histories of domestic violence highlighted the urgent need to make real changes that will make women and children safe,1
asws ceo di gipey said the coroner's report into the deaths of two women after long histories of domestic violence showed the urgency to make real changes that will make women and children safer,1
asws ceo di gipey said the report into the deaths of two women after long histories of domestic violence highlighted the pressing need to make real changes which will make women and children safer,1
asws ceo di gipey said the coroner's report into the deaths of two women after long histories of domestic violence again highlighted the urgent need to make real changes that will make women and children safe,1
the team will then pack the boxes and hand them out to homeless and less fortunate people around krugersdorp,1
the team will then put the items in christmas boxes and hand them out to homeless and less fortunate people around krugersdorp,1
the team will then pack the items in christmas boxes and hand them over to homeless and less fortunate people around krugersdorp,1
the team will then pack the items in christmas boxes and hand them to the homeless and less fortunate people around krugersdorp,1
the team will then pack the items in christmas boxes and hand them out to homeless and less fortunate people around krugersdorp,1
the team will then put the items in christmas boxes and hand them to homeless and less fortunate people around krugersdorp,1
the team will then pack the items into christmas boxes and give them to homeless and less fortunate people around krugersdorp,1
the team will then pack the items in christmas boxes and hand them to homeless and less fortunate people around krugersdorp,1
it presents the various mechanisms and processes that countries such as the us japan korea and others have introduced to ensure that stakeholders' interests have helped create or balance the broader objectives of trade negotiators,1
this aspect of the constitution has required the court to evaluate policy adopted by the government in various circumstances in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of obligations imposed upon the,1
this aspect of the constitution has required the court on several occasions to assess the policies adopted by the government in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of the obligations ,1
this aspect of the constitution has required the court on several occasions to assess policy adopted by the government in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of obligations,1
this aspect of the constitution has required the court on several occasions to assess the policy adopted by the government in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of the obligations imposed on,1
this aspect of the constitution has required the court on several occasions to assess policy adopted by the government in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of the obligations imposed,1
this aspect of the constitution has required the court on several occasions to assess policy adopted by the government in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of the obligations imposed upon,1
this aspect of the constitution has required the court on several occasions to assess policy adopted by the government 51 in the seminal early case government of the rsa and others v grootboom and others 49 the court held that the government's housing policy was in breach of the obligations imposed on it,1
""" The world today is in need of this : that joy that arises from the encounter with Christ in a life of personal and community prayer , in daily listening to the Word , in the encounter with brothers and sisters , in a happy fraternal life in the community , including fragility , and in the embrace of the flesh of Christ in the poor . Prophets of a joy that is born of feeling loved and therefore forgiven , "" he said May 22 .",1
she said these women deserve the same type of choice that any woman should have anywhere in the world,1
she said this woman deserves the same sort of choice as any woman around the world should,1
she said these women deserve the same kind of choice that every woman should have,1
she said these women deserve the same kind of choice that any woman everywhere should have,1
she said these women deserve the same kind of choice that a woman in the world should have,1
"Aileen said : "" I just thought , ' Those poor families . ' I hope they get answers . We are still waiting . """,1
"Our judicial system works , we have a free press , a wonderful , best in the world Constitution , and our Press is free . We must be very grateful for these huge benefits . The blacks want all our farmland without compensation . Give it to them . Let the farmers flock into the cities and make a new life for themselves . With their resilience I am sure it will not be so difficult for them to establish a new , happy and productive life . They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face . Through guts , determination and sheer will power , they rose above it all , and look what America is today .",1
major nottle went to canberra on foot from melbourne in september to ask for a national solution to the problem of homeless people,1
in september major nottle left melbourne to canberra on foot to ask for a national solution to the homeless problem,1
major nottle set off in september from melbourne to canberra to call for a national solution to the homeless problem,1
in september major nottle set out from melbourne to canberra to demand a national solution to the homeless problem,1
in september major nottle started on foot from melbourne to canberra to demand a national solution to the homeless problem,1
in september major nottle set off from melbourne to canberra to pleaded for a national solution to the homeless problem,1
in september major nottle set off from melbourne to canberra to plead for a national solution to the homeless problem,1
in september major nottle set off on foot from melbourne to canberra to advocate for a national solution to the homeless problem,1
in september major nottle set off on foot from melbourne to canberra to plead for a national solution to the homeless problem,1
"Over the last year , they have helped provide various types of support to numerous struggling individuals and families by matching those wanting to give help to those who need it , from painting and decorating family homes in poor condition , organising days out for underprivileged children and helping the homeless .",1
"2017 Budget : More needs to be done for disabled , say groups",1
how would you act if you saw a homeless person?,1
what would you do if you saw a homeless person?,1
sweden has welcomed record numbers of refugees since opening its doors to syrians fleeing the war and a small but growing group are taking fast-tracks to jobs bucking unemployment trends,1
sweden has welcomed record numbers of refugees since opening its doors to syrian refugees fleeing war and a small but growing group are taking fast-tracks to jobs bucking unemployment trends,1
coca-cola's corporate public affairs communication and sustainability manager lakshan madurasinghe said our heart goes out to the families affected by the recent flooding,1
our hearts go out to the families affected by the recent floods added lakshan madurasinghe country public affairs communication and sustainability manager of coca-cola beverages sri lanka ltd coca-cola has always believed in inclusive and sustainable development and cares about the local community,1
"It is the government 's duty to ensure homeless people are well taken care of , especially as the weather in Hong Kong has been quite cold these days , a non-governmental human rights advocacy group said ....",1
the county manager said it was an effort to free young people from dependency poverty apathy and hopelessness,1
the boss said he wants to free youths from dependency poverty apathy and hopelessness,1
county manager chris osborne said the goal is to free youths from dependency poverty apathy and hopelessness,1
since october 2016 some 400000 hungry refugees have sought refuge in bangladesh,1
at least 400000 people have sought refuge in bangladesh since october 2016,1
since october 2016 400000 hungry and traumatised refugees have sought refuge in bangladesh,1
since october 2016 at least 400000 hungry and traumatised refugees have sought refuge in bangladesh,1
since october 16th at least 400000 hungry and traumatised refugees have sought refuge in bangladesh,1
the brother trudel knew how to manipulate his victims these children who came from poor families destitute and often violent wanted only to be loved trudel took the opportunity to spoil them by offering them alcohol and cigarettes even,1
the brother trudel knew how to manipulate his victims these children from poor families who came destitute and often violent wanted only to be loved trudel took the opportunity to spoil them by offering them alcohol and cigarettes even though they did not have the legal age,1
trudel knew how to manipulate his victims these children who came from poor families destitute and often violent wanted only to be loved trudel took the opportunity to spoil them by offering them alcohol and cigarettes even if they did not have the legal age,1
"According to data from the UN Refugee Agency ( UNHCR ) , the crisis in the Mediterranean alone has seen the arrival of over 750,000 refugees and migrants in 2015. 85% of these arrivals come from the world 's top 10 refugee-producing countries .",1
Columns <h> Prison : The birthplace of hopelessness,1
over the years i have worked very hard to get the word out about this national disgrace our most vulnerable citizens in long-term care facilities do not have a voice and fate has been able to fill that void by speaking loud and clear for them and their families about abuses in,1
it is the business model of two messiah college graduates who donate some profits from their new clothing business to help people on the streets,1
battling homelessness through fashion is the business model of two graduates of messiah college who donate some profits from their new clothing company to the streets,1
battling homelessness through fashion is the business model of two messiah college graduates who donate some profits from their new clothes business to help people on the streets,1
battling homelessness through fashion is the business model of two messiah college graduates who donated some profits from their new clothing company to help people on the streets,1
battling homelessness with fashion is the business model of two messiah college graduates who are donating some profits from their new clothing company to help people on the streets,1
battling homelessness through fashion is the business model of two messiah college graduates who are donating profits from their new clothing company to help people on the streets,1
batting homelessness through fashion is the business model of two messiah college graduates who are donating some profits from their new clothing company to help people on the streets,1
battling homelessness through fashion is the business model of two messiah college graduates who are donating some profits from their new clothing company to help people on the streets,1
""" Most of them ( the homeless ) have the ability to work , but a greater challenge for us is to help them sustain a job , "" he said .",1
kate has also helped liverpool's homeless community by distributing gift boxes to women who are sleeping rough,1
kate has also been helping liverpool's homeless community by distributing gift boxes to women who are sleeping rough,1
kate has also helped liverpool's homeless community by handing out gift boxes to women who sleep rough,1
kate has also helped liverpool's homeless community by handing out gift boxes to women who were sleeping rough,1
kate has also helped liverpool's homeless community by handing out gift boxes to women who are sleeping rough,1
kate also worked to help liverpool's homeless community by handing out gift boxes to women who sleep rough,1
kate has also worked to help the liverpool homeless community by giving out gift boxes to women who are sleeping rough,1
kate has also worked to help liverpool's homeless community by handing out gift boxes to women sleeping rough,1
kate has also helped to help liverpool's homeless community by handing out gift boxes to women who are sleeping rough,1
""" She was always ready to give her time , energy , legal expertise and even her personal money to assist destitute refugees and asylum seekers in Jamaica , "" Cochetel said .",1
""" Everyone in Tacloban and surrounding provinces were hit by the typhoon and storm surge , and they are still in the process of picking up their lives , "" said Ted in his "" TV Patrol "" report . "" They are still very much in need of continuous help and assistance . """,1
we couldn't believe it was such a circus derewianchuk said of a previous zoning hearing last month,1
"The sound of the bulldozers coming ever closer , the presence of the bodies draped in the white Eritrean shawls ( suria ) at prayer beside me , the juxtaposition of the silent petitions of hope and peace alongside the violence of destruction and hopelessness were too much for the words which tried and failed to describe the scene . Witnessing became the witness of tears .",1
thousands of homeless iranians huddled on the cold late monday a day after at least 450 people were killed in the deadliest earthquake in more than a decade,1
thousands of homeless iranians huddled against the cold late on monday a day after at least 450 people were killed in iran's deadliest earthquake in more than a decade,1
